Row,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150
FGFR4i,2.53787257257954,1.52456974151655,1.11388345017874,8.14828573364544,30.0824353720071,1.54986022360132,1.55468580865025,2.96547941781917,1.17319781755559,5.63750255267336,1.30758770981284,5.93814757824233,3.24622488158178,1.86595144781298,3.43390542123964,15.950445405697,1.1516045802202,34.8117207964943,1.61970259888638,2.50522879727416,1.04388057344769,1.62669434663202,2.22042867540525,0.990938579406035,2.97741507779608,74.9358409173773,5.31886745358611,0.820526848500762,1.04773059497956,2.37732102091539,58.5026059781774,7.01659398321621,1.63039504113556,1.6659226410153,1.08682799138286,2.22914741687449,3.81980271228047,1.07347960230939,1.52589641818073,1.23206276539525,10.5971896829852,1.13885822133119,63.1258013944329,1.6964340860122,17.6989542223901,3.36317591151957,3.55920497430115,2.43457425447257,0.9726107615731,1.22385981152854,1.0301543389472,1.21194001453666,1.50527183825958,1.82626606324909,2.50145051803629,1.80814086951365,1.84805345670026,6.06116716292472,100.194465442595,10.7628693485343,2.29904123042327,2.51390921397292,13.667600722183,3.87347060603233,0.814306805594708,1.55469981310533,2.66828417119674,1.72961405400594,0.781490975898584,4.8013330525194,1.32814901033142,1.70030795753304,2.06062125651898,2.3580752443464,1.4828324411106,0.785323509534031,6.73525703677738,1.77092189960759,1.19239415240295,17.1835273037226,3.87156779751539,1.71454206301003,1.8040611360008,9.83788292547873,1.68464288195539,1.95143626520906,0.881348420227472,1.41204753500872,0.693713782925062,1.58287936416177,9.45731017390831,3.05027239373459,5.26332954990953,4.06708852789103,3.82289568257667,9.67827614382895,5.38554566097246,2.95789495911636,3.8596940018532,1.56202147688435,1.09548605287444,2.8911652755583,6.38952320250935,2.88403780959689,2.84798688518445,4.03210226939624,3.12535882312,6.92982558858196,1.42764246114119,3.38200272311865,9.68412995894928,1.03472999929974,2.07639817066773,1.68973178756564,2.24296543712984,3.8930780009533,0.966964355723543,7.23488823567571,3.03072176785065,6.2525437966009,1.3160048216874,1.53679188610539,1.10989532478159,7.47546190669911,2.19807915874509,3.24498366102536,4.73829453451699,4.27274134069513,69.7926043443495,1.22068895132083,1.87933156842449,4.63689652355306,2.71237067527838,2.58628615424937,1.18349205439599,1.8280519656527,11.8472391568208,2.31946994774954,1.26617231751558,2.80166838139466,2.91551566279149,2.7938730833555,3.76160046325941,10.9783007627457,2.25866287952616,1.68011677455413,1.15458112444905,3.05639370973593,1.88530377156828,0.756579854855439
ERBBi,2.8009481105062,1.5821044990017,1.49034097433114,3.77541938556213,2.16340714712408,1.86060935311434,1.83535823377944,1.76941968039454,1.18569901522597,2.53909218016024,1.80514463145742,2.67378329980099,2.70495462666195,1.67422813285776,1.06342470642008,1.60710632165724,2.44802463935348,3.20536684462007,2.72346716180846,2.47781836653566,1.74244333797918,1.09068504743266,0.940433278109457,1.2989783581068,1.90114177808828,1.951521311,2.41637671547019,1.47396637796221,1.26260905111172,1.21187901300386,1.85425547813379,1.64455685320929,1.95853382328983,1.53444012441581,1.29925304072819,1.61995064567292,0.855288627333774,2.27427645737791,1.16203932802348,1.49864724106939,1.55193628884713,1.10102393469569,1.56562742925856,1.72519495178597,1.94913472568816,1.18554852110822,1.88450225963054,1.11610054703081,1.14694427997361,1.08646044959161,1.08085834664822,0.79976826659158,1.15892134471824,1.65407638003918,1.08871448089001,1.63538718946128,1.02752010641687,1.73762133703109,1.36969745194775,2.58276883567403,1.22232329486616,2.3979468957162,1.59275533136572,1.23300760263567,0.809131021160401,1.44124722589862,1.11867975598199,2.39982765082771,1.03765494446819,2.414958597444,1.19629872280089,1.18218507834943,1.60962233470662,1.68590058821904,2.96206692905936,1.14314076310393,1.82548745815219,1.70900087570558,3.79001584486702,0.583061562969048,1.96214291203793,1.23277408568797,1.39076370331563,1.11411713972304,1.75623646647978,1.59282597867535,2.99954109092666,1.46509157156171,1.00393374365468,1.34329369523343,1.55760809066844,1.15963617236924,1.28697190201175,1.18403611557806,1.93929919151411,1.10566454632096,1.17351495216999,1.13508257919945,2.40697606596048,1.07262157165281,1.14522116384169,1.87365915176946,1.53862269222411,0.8063990857642,2.25758516862928,1.30519324182025,1.74811796917316,2.44738996503136,1.92581043392437,1.02403750455913,1.06699218062656,0.875010117133843,1.78008345318096,1.28233286123351,1.12443771536178,1.54431192247685,1.63036160855467,1.53952244957633,1.01948134477872,1.0239826345136,1.72165268873543,1.32992059625257,1.91197918740554,1.09125007829319,1.42134507751195,1.07308509272197,1.11506319784794,1.7095921152184,3.055539555864,1.64798573273786,0.902955294575272,1.15040654986988,0.997549860706111,0.420511309610596,1.17438673557926,1.52031076555008,1.1198108456717,1.59784044778568,0.77344946149515,1.12705466699839,1.18512182730373,1.1374241618787,2.00942215614181,1.04283721177987,1.04306198929276,1.17258512283816,1.18007924060629,1.21808024227437,0.520482296595536,1.41384266899455
Akti,0.827812667508171,0.512500509646329,0.828522558988616,0.68047269666683,1.70371637427047,0.375630243701421,0.482299952429929,0.520703361693202,0.937778526070107,1.73470928184697,0.443742426314452,1.03694435270848,0.985847992382212,0.760428593021105,1.15344751280982,0.793411546017787,0.519998288685975,0.508126225081828,1.12592783357467,1.91193311466064,0.0661399356755401,0.793948726404037,0.748829980639999,0.452969861535459,0.50494628563689,0.318062143900705,1.79979109373247,0.495781733273005,0.555835638703418,0.685574296021857,1.04479124409622,0.325416760793102,0.770745069492801,0.911922845547108,0.993868783022407,0.418642504066866,0.762219259999913,0.0689949457999392,0.664198683836683,0.734021259238725,1.05727468466087,0.765788093185357,0.662169728428431,0.429142680375179,1.01862621487652,0.836549752500728,0.981849995839485,0.69775210673041,0.841728740130773,0.929822755113188,0.849395535288239,0.533677887422102,0.892870820940564,0.500797629978241,0.701237081226948,0.485317391017645,0.806813529837449,0.369763954997561,0.62014699473048,1.86641559902514,0.513753810644755,0.694828280351549,0.407427564711942,0.967149379012139,0.364572758349204,1.19913255695041,0.704983284758484,1.84037841909663,0.468948443916452,1.59560836634221,0.593477033526361,0.81152371295316,0.347091579160124,0.44480510660294,0.601990096218441,0.567894467303602,1.28374636740439,0.888156949568903,1.1222861786217,0.580410257225677,0.955693913652404,0.753390352297985,0.45751246944291,0.894926544054156,1.01579167679731,0.692671993885287,0.949590801609031,1.17472329581382,0.336255612029242,1.01246362788338,0.942675804786345,1.03784060143296,0.88970919464137,0.993793194824308,0.997288157156185,0.974316593078058,0.432153267689105,0.0581726734394264,0.34122754095201,0.0486508594701381,0.385181036091558,0.925480167954308,1.02383173018728,0.608374464393964,1.0215152383887,0.5474631057755,1.43696284354202,1.10052599072159,0.980962380667389,0.513371843128244,0.958986850876219,0.62431961589377,0.349286901912204,0.728093392497322,1.01438433182905,0.979885620786705,0.868122786114919,1.02780490759613,0.991883748103958,0.860098371334471,0.960737860832754,0.824311811107873,0.728563296203322,1.19265030560806,0.633534656422712,0.87073624328836,0.369509443217936,1.02772070984818,0.65985911193327,0.926055766683801,0.899569257577355,0.390176728531584,0.780155640916327,0.457090162128524,0.630485878100274,1.01635232590095,1.05107352352452,0.327186697095395,0.633724468939001,0.431927902913904,0.305295704434736,0.448915551079047,0.891865659577547,0.542819022142736,0.635300535713386,0.548531972407877,0.755609555765747,0.875296070430194,0.3323614406452,0.527468102082366
PDK1i,0.834519825459175,0.511231351482209,0.828498619448968,0.679894332986366,0.875739268571223,0.394343482277724,0.481155706615532,0.524289289624026,0.936637356238711,0.861564764023163,0.445890972000643,0.888082312309005,1.45586315495524,0.755832293116469,0.901410697177371,0.792815690744701,0.524254608712623,0.510448782219722,0.889950492129511,0.909607824941853,0.0664938438480159,0.794453634593741,0.737654221495732,0.453115171538541,0.50057581421754,0.308563141151453,0.870488151559778,0.480685707205772,0.555826743916399,0.685561469991091,0.805175900718986,0.316104414948849,0.776296304892772,0.812678751368547,0.993837852449248,0.401606523440271,0.762148060975621,0.0718459008226698,0.657973817776793,0.731393224899711,0.764577349313402,0.765330413218877,0.662165191600677,0.42971763741905,1.0199739097738,0.634585947449517,0.982312225708573,0.57435984919857,0.842259965734128,0.984436769964844,0.850784506530899,0.533653675763639,0.892856386947187,0.496106598560067,0.578031482673638,0.48032256006038,0.778790854138872,0.367564791177811,0.724680270264644,0.900802655435421,0.513761601657133,0.594143896500308,0.397229718891187,0.725365249142876,0.36241740377181,0.798066350429304,0.578433737772019,0.879971695417966,0.465993138354711,0.885050934954536,0.591056419877573,0.8114928889555,0.348129254912691,0.445707020093789,0.625567678909633,0.566238516581308,0.768429423511396,0.889850196555162,1.21954145692349,0.580301071720441,0.794487956095227,0.59310174765009,0.453071711763871,0.710986360326677,0.922974961466205,0.836639835211108,0.688373080727686,0.781676155461051,0.326468283268585,1.01117386657254,0.708274196786003,1.0167453445879,0.893557824854808,0.999359379024302,0.821426714151288,0.773939942935533,0.383954371821626,0.0536081974705657,0.343740720682595,0.0522558263347,0.385153532212726,0.92546599613669,1.01456571722803,0.608264442016824,1.0215559501067,0.464390839970877,0.784748302445191,0.806332694804542,0.988973839894713,0.575626933292229,0.804572244584439,0.624162456514172,0.349284680178649,0.728090095843338,1.01427752667201,0.979640115532215,0.650237223941152,1.05758013121858,0.979057869386861,0.860089452438968,0.960772784683919,0.825040318750096,0.69196523863109,0.943040313781294,0.635763760247815,0.719086130948758,0.331287294283643,1.03122933035538,0.519578777710297,0.926013205239352,0.899351678921414,0.344628636969338,0.776460141214143,0.457030506958341,0.543986652719867,1.01533943250974,0.833927797980796,0.323960939275952,0.633702539247184,0.432245779460734,0.302669558116636,0.44684241364391,0.757114728463879,0.541543941913956,0.635243523527437,0.552709385224606,0.680509564156527,0.655849460642737,0.332232722000999,0.51825707302093
IGFRi,1.03651578752805,0.991428406287321,1.00365371355842,1.03283482717209,1.02372705331526,1.01795436359702,1.00184267781785,1.02082057503489,1.06894181052758,1.02091975922504,1.01684229190816,1.02223808531897,1.02468489962665,1.02601701221678,1.01764789670112,1.13893319435898,1.01795120603304,1.02005000691207,1.03194941585097,1.01818076792322,1.02414481815361,1.0054308068497,1.0690549731556,1.02262314399359,1.01873553892694,1.02326885284573,1.02136300155943,1.44203451537353,1.01182091770297,1.02497093359124,1.35630856779976,1.02614905056383,1.01787543543907,1.09270598316397,1.02376062623387,1.01541899918913,1.00322963502894,1.01851407714862,1.02302499367562,0.921274131804167,1.03013400867825,1.03090579806621,1.0059172981761,1.01803603614502,1.02224997966567,1.13940513708655,1.03435355469654,1.1135945703829,1.03902734812854,1.01884860848087,1.0058982058711,1.01858122957877,1.00674632065477,1.0102052134486,1.12402021471075,1.01179554292125,1.03066410680635,1.02147780084333,1.01738338916555,1.02707845559529,0.988841087698772,1.03034315008677,1.019015888204,1.02972291465082,1.00369231683286,1.1180829744042,1.11335099890163,1.01775072173213,0.946507028540244,1.01781075412251,1.00229540177298,0.990700678188556,1.04121837234393,1.02362619372868,1.04515350161002,1.01533183095793,1.03362724606413,0.983010934087478,1.0589508674599,1.03390003698924,0.915516817273396,1.22843524362269,1.00248640537975,1.05209468196704,0.962053507827045,1.13052164195821,1.04216501812428,1.17027633911382,1.01722283718795,1.03769756523792,1.03566326933758,1.0185613689997,1.01859499646112,1.01776997000851,0.95202877029105,1.07329348465968,1.04114941084187,1.00539034571212,1.02276540543335,1.033633265129,0.988324519301367,1.01218565787047,1.05094876303238,1.06367619397772,1.03437449737827,1.05214841580707,1.02923352811281,1.07944682611677,1.03538240731988,1.01782367907219,1.06108429029873,0.897260292961978,1.03666279997134,0.794074091150897,1.02096752956723,1.01780054588688,1.06511126485646,1.05332421312972,1.01150721816016,0.954869001257932,0.994643298563703,1.01145188726511,1.19420614196605,1.01169982786611,1.02680403000906,1.02201223789535,1.03825297320979,1.11520487291101,1.05497584654371,1.0315985273649,1.01968523261243,1.03984262751589,1.02400986058106,1.13774771199624,1.05131547105512,1.01801063467237,1.0226479198468,1.01900603456504,0.974691163367912,1.06377674023544,1.01976420736187,1.05677833824457,0.859479348086814,1.03143944475257,1.00413316295762,1.01826541093828,1.04336068206097,1.12925480101123,0.466703155005259,1.11504822095481
IRSi,1.02504329059927,1.09229285166398,1.28077324383512,1.03740300459879,1.02502537421665,1.02315131892283,1.03665932522652,1.07273624310328,1.17712735030678,1.02027725219954,1.09920230998915,1.02684193883562,1.02868723400143,1.02741707751793,1.05412471318634,1.02231643789336,1.01803538862761,1.0229424788655,1.03401030807691,1.02277589728805,1.08879650442018,1.04216034761091,1.07128597745061,1.04929611058495,1.06873062007532,1.11884240957899,1.0213546866829,1.45996889163023,1.03523091949745,1.03252058070206,1.41409327141195,1.09102863184743,1.0224219321121,1.026848259158,1.04629614336821,1.06624803580302,1.03490874793269,1.06229340787038,1.09233153829606,0.965058244807792,1.04088825236417,1.04598377224536,1.03567525114396,1.064614217912,1.01957695904716,1.06114208036966,1.02629291016903,1.1590538038655,1.12863409063126,1.01785794846072,1.02460858994168,1.01786499379664,1.01202826856736,1.18932872864819,1.18128020084361,1.1616866932225,1.03442206319878,1.06110657384925,1.01991363127085,1.02376097530471,1.01577141982426,1.05355534814698,1.06495858753798,1.04118570726031,1.02873652039026,1.13646760021504,1.15647118481287,1.02551749930746,0.981747060643971,1.02331615747305,1.03730297028764,1.00320784428686,1.06381082747947,1.06274743447738,1.0565437058299,1.02386688079938,1.02333963948119,1.00203513061997,1.02105592249481,1.02575048157328,1.16165827363213,1.25722640632844,1.03821427720996,1.09542033481065,1.35211063779238,1.23567211245836,1.11785863550584,1.19627642825761,1.02259598724967,1.29230079182085,1.0502111903641,1.02341509261753,1.03517836891493,1.02338852291111,1.19515753564523,1.12770309410574,1.02626540751606,1.03262662120901,1.02492778318182,1.0216733145862,1.01253302502256,1.01362251673671,1.1160624375143,1.13285279013679,1.03664754297196,1.08606371617864,1.06834653810044,1.04114000435173,1.03869721486184,1.06853799868289,1.12126515841391,0.9520608437531,1.03361815644907,0.813973201545049,1.05737956305056,1.02247406526939,1.22086229011136,1.02379116346367,1.02223165556042,1.02331627593637,0.995770077028051,1.05192720515512,1.15283115560888,1.02414554631078,1.03620501051101,1.02831899771328,1.02834854941832,1.03498901205359,1.0445421297088,1.17579762175681,1.02482130979121,1.02717797367761,1.0225461596676,1.0580420852527,1.39867546633336,1.02236142210627,1.03406289629839,1.04054187110867,0.976842262176879,1.02859737360933,1.06856023946669,1.07975033577764,1.07863250695488,1.16431389576584,1.01271414295701,1.03405702626951,1.50164954635363,1.04573140966372,0.521264043694353,1.21274579166828
Cbli,1.01744453902031,0.88089496616002,0.980796061953073,1.01744587985669,1.03568760840284,1.16075611438737,0.926151238357547,1.0174339717289,NaN,1.04576296376479,1.01744425550522,1.03872110968976,1.01792185363473,0.993495944407748,3.07821196777482,1.01539340583646,1.0174451850564,1.05433154888862,1.05035458468263,1.07907244052605,1.03556069791693,1.38551177313779,1.34204767874073,1.04999431593831,1.01739596224673,1.04299887439428,1.05247992807691,0.777075438390747,NaN,1.02620518173409,1.02563037934371,1.09571233060319,1.14020813325668,1.13911684187662,1.00484198815324,1268147.04147116,1.24032058369874,508.171383361818,1.20877939785492,0.939135779894851,1.04664945896717,526783.736666232,1.02374434738304,16189.4106481567,1.08904936510005,1.07635997957523,1.9020346741589,1.21541502417385,0.94157673419908,271688.880339141,1557377.03763704,0.950374081821798,1.012511778835,1.01744637698254,1.19249861896545,1.01752494287486,1.26723243195597,1.01744585505986,1.01787570069781,1.04363219862684,1366301.29974152,0.977923027371223,1.04106311264357,1.20977361991642,0.621364860636232,1.1024522871436,1.18914148170915,1.16323019777161,0.674050087157546,1.07679461696807,0.781556636610045,1.01676682643269,1.01743820618985,1.01744410463695,1.24880702581229,0.88042901564546,1.0186099362178,0.981448520229965,1.01744632846727,1.35293947350278,292277.914658242,1.17748426817192,378.498717052619,1.24132271267736,0.97580485247384,1.22814136951282,1.00454375324818,1.09120134301947,0.665583146005694,1.01406227727795,1.06281532810439,1.04959703224492,1.08027692386949,1.01844390363608,56161.7838378839,1.23802444215506,1.3756062761956,1.40642414291477,1.0174542936778,1.1343293888722,0.849981700142535,1.01737890801318,1.5852034150971,2.94393588272884,1.01744733629887,1.22378347531559,1.08670229993909,1.11122869456948,22651.00736179,1.9791045834871,1.24256668456075,1.11100842983013,1.01947308233949,1.18446678214408,1.11746623176454,1.61474507569045,1.81521910840736,1.70972651556604,2.91262096760335,1.71356496052712,0.971811927326992,23353.5963369982,1.07849774694426,1.39460265895035,1.14472973492199,1.74509470775387,1.61195583320039,2.02571553938125,1.02454429592187,4.2218988142332,39413.1414623305,1.47394598085923,1.11201441478668,3.25802486067284,0.958840515827027,85.244512363261,1.22612050844258,1.06044808521789,0.747387292322455,1.23477478989689,1.17035793144714,1.25048632923135,1716.53303656158,1.11253971417864,1.46456628130005,1.6765247790635,0.870270291056339,1.10916863065112,1.49077333714719,0.837424803037901
Sosi,1.01768922193898,1.0177569333728,1.01757214572336,1.01745093558877,1.01744688919187,1.09251249228152,1.01820581663926,1.01748296651794,1.01867974231897,1.01744631050044,1.01744568909714,1.01848986376817,1.01744767221972,1.01965171846101,1.01744778221996,1.06849515773503,1.01744597513494,1.01744645073163,1.01753621557479,1.01744616173573,1.01751725136072,1.01744590097901,1.49574634135174,1.01753713280372,1.0174469493488,1.01745429851272,1.0174607906395,1.01744759408335,1.0174827432499,1.01747176158179,1.01744631991212,1.01777544021801,1.02704234693303,1.01750625551306,1.01804432378689,1.01744591075888,1.20961565689037,1.01744645906073,1.01744644407113,1.01746445999586,1.01744615470007,1.01744854309207,1.01757802588678,1.01754419871272,1.017446192709,1.04016323626106,1.01793870408781,1.01744157180581,1.02210064265591,1.69354487077731,1.01835035370807,1.01746244284072,1.01760592092452,1.01744586264106,1.01744606429327,1.01744585865095,1.9674599674696,1.01744599297718,1.01744781293661,8.88384649388492,1.02335044044901,1.01744611282919,1.22990778409255,1.01744589396863,1.01744818090549,1.01744748287956,1.01744431016593,1.0174931887695,1.01744366811925,1.01744638196694,1.01745068195491,1.01744597572835,1.01744881167196,1.01744609149447,1.01762717207706,1.01745130270284,1.01745128670962,1.0174482785624,1.01744588722685,1.01748126775404,1.02279057656069,1.01744619617726,1.01744834234426,1.01748851334724,1.01744634225994,1.01747504242738,1.01744871745961,1.01744659042407,1.0174461299736,1.01757906396922,1.01746583686194,1.01747266830809,1.02186045968833,1.01744589462248,1.2072789088083,1.01745069173856,1.01754930546437,1.01744569222652,1.01744586411869,1.01744617872374,1.0174459485959,2.15335925172896,1.0315455928142,1.01744630641404,1.01744771819776,1.01746541417742,1.01744702307183,1.01744592845006,1.01744594776449,1.01744585892888,1.01744632239856,2.89110198577474,1.01744644845942,1.14472292318952,1.0176896337474,1.01766912360519,1.01949308322585,1.01755075111265,1.01767230481253,1.0174458696418,1.01744791378853,1.0231515689307,1.02390137419402,1.01905645662083,1.01744743499454,1.01764402407376,1.01752024731037,1.01744585774757,1.01744620513863,1.01744602039727,4.44698132000506,1.01744917652271,1.0222104145919,1.01987924809528,1.01744586262621,1.01948581012674,1.01744714249105,1.01744629585597,1.01744785820656,1.02025937297219,1.01744586050203,1.01746222032639,1.01843025425396,1.01744680336809,1.0174462608414,1.01744665938518,1.01744566539577,1.03042017554839,1.01758076401396,1.02189604384302
PI3Ki,0.348354121754756,0.437226760768642,0.578604614384868,0.272838113708968,0.23450286599067,0.0471797584107534,0.415143583703331,0.1916932855101,0.537089440194617,0.252749251474935,0.0984792551603483,0.299357476128555,0.333987401041421,0.789517839996314,0.437053598582252,0.90232767489124,0.318639969407384,0.228884884579724,0.0623488359022858,0.42351240715842,0.0438357556438519,0.476261346103464,0.76830035709413,0.242545760452567,0.218063692869661,0.0599947483669196,0.266099202748226,0.321798768865794,0.339679628183899,0.600726999710482,0.260861898449705,0.0591595617120924,0.236967718242987,0.271158719312924,0.993859159269365,0.0979257772147565,0.769294199644327,0.0408655462511452,0.477363299936514,0.700322959780112,0.208160768868622,0.247963919894918,0.62534626232483,0.0771530283708732,1.91566333538261,0.342652847594217,1.79254613284453,0.199025734551573,0.842959980717175,0.931589321092954,0.860566597916661,0.534723136398976,0.900265858154989,0.275896800276639,0.186792714217462,0.268908876443073,0.371390301041556,0.0922535953099727,0.506849726976238,0.0664506356281215,0.42175638908656,0.309468213662321,0.0658153939304967,0.076820269109642,0.266223907343902,0.053758916849402,0.231312965005635,0.349075897456982,0.388410341749874,0.290857757409431,0.507456284463766,0.815714467853401,0.0566036056015472,0.185005778097167,0.230059392270078,0.416067332138597,0.301057998092298,0.965302597855033,0.0358864286697234,0.58051389887206,0.792205915568512,0.200087265072119,0.276427296394127,0.370077326317755,0.928862665161269,0.533577198828486,0.350146035961492,0.0563331294797103,0.0546622002630363,1.15377152431636,0.197782420778689,1.06015617427987,0.873565062852492,0.83739352908136,0.788503564228104,0.440927457469721,0.0705174957896983,0.0275475441080624,0.0561428803755398,0.0242738958600415,0.267063200375554,0.879907450251236,0.770560662121937,0.797007971073582,1.02748230797522,0.0710275182745439,0.0711982047942387,0.0583074692934371,1.03453408990124,0.378993214266844,0.414674861092728,0.624237598701318,0.0885262984443285,0.728126396362135,1.16288035435112,1.43830108899127,0.0732301475890762,1.7152885484136,0.76617320414487,0.910294541991127,0.993326069959659,0.494968731021689,0.813832213106492,0.746785740851433,0.105917303196637,0.383257247004677,0.0497839814785256,1.98259083062245,0.0681121581080842,0.985190813945914,0.917143629239476,0.0582125257505243,0.716273088384706,0.542708803357615,0.345899802508317,1.52551804594226,0.44254099426004,0.0523231813069498,0.393532987240957,0.243568203508704,0.0604095117644837,0.246864398386922,0.737219794818997,0.277911459646844,0.3788270276691,0.0616285807443194,0.440666403760915,0.35204409235166,0.336542369869148,0.531946861521182
mTORC1i,1.03060276692115,1.31825191135833,1.33795161286157,1.05016642490435,1.03663751001096,1.05980977908339,1.15280081379121,1.08524063311882,1.20237735563896,1.0397013092003,1.08594019657914,1.12135658136034,1.7750760766039,1.08196069057637,1.02285228054494,1.19691165193109,1.01790573479447,1.02204164131437,1.30311443419244,1.02797883119394,1.56813425003262,1.05162077345401,1.07176842138598,1.05949011375924,1.06040873330417,1.12623094729138,1.03334751274101,1.14404589423732,1.03026021704718,1.07136798903995,1.0199973783699,1.32549586033472,1.13904983159413,1.1914123920263,1.02295000770841,1.50914754821022,1.10424503802627,1.13154826670854,1.11131529083551,1.01841887039244,1.05548669494474,1.03824408859834,1.11566079368238,1.1334647730334,1.02226773948589,1.02429379421577,1.07090071041467,1.13910983596387,1.24856431737225,1.44753329158559,1.16130554438106,1.24338566131771,1.03776065564218,1.31501642987189,1.17814613776774,1.2723793069481,1.02173836927723,1.10784912189308,1.0199573655232,1.25554360723783,1.068955600951,1.01775869349378,1.08960221641322,1.03784425188484,3.45331346186395,1.65912749200466,1.13349956119719,1.02476762457314,1.02337228538368,1.1719301972768,1.02595448440284,1.01760958380373,1.03442337953848,1.04291438739201,1.73427441304842,1.19164336249287,1.02211597896345,1.01772978877868,1.12254468747325,1.03088185397519,1.2027472676757,1.59577159357215,1.04348397106671,1.02484305584414,2.31722445094089,1.01749394610235,1.47875223419217,1.22253482753743,1.0174459409558,1.02728255668189,1.06738629636674,1.02618710685737,1.02018054514715,1.01608986432591,1.22503831617127,1.03814958917719,1.01796659039687,1.02619259130757,1.3159290081511,1.04016295129573,1.01750517109791,1.07624818404794,1.04161481851252,1.02832580337725,1.0234538171637,1.55253651821177,1.71881281601738,1.0302772374809,1.03382223996864,1.01966345178601,1.0377640229173,1.01737685436348,1.02889120948794,1.03922915702316,1.02390727980827,1.53106823060035,1.03550133831584,1.27607521225794,1.01797039019206,1.0963235303229,1.02805734064943,1.09651439566565,1.0175307316217,1.02285671634804,1.05766910189657,1.02037129395512,1.01798456960305,1.03133680244716,1.71762137559218,1.03342450729343,1.02115240055594,1.01799887173283,1.45205563392114,1.39232005377286,1.01747649070469,1.04072308772469,1.01791592658663,1.05268829980544,1.01744761635707,1.11911309369349,1.08199510663117,1.20646726709048,1.09978936311989,1.23989340058579,1.49639237988193,1.03765784208868,1.15353207078038,1.01772573071551,1.02222575762031,1.02826736667783
